R:\TRICKSFILES\S1-Vocab Learning\Data\S1-0122.emrg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExperimentName,Subject,Session,CEEXans,CEEXcorrect,CEEXfontcolor,ChineseInstru,Clock.Information,Display.RefreshRate,ECEXans,ECEXcorrect,ECEXfontcolor,Group,PIEXans,PIEXcorrect,PIEXfontcolor,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Block,Chinese[Block],Counterbalance,Counterbalance.Cycle,Counterbalance.Sample,English[Block],InitialStudy,InitialStudy.Cycle,InitialStudy.Sample,Procedure[Block],Running[Block],StudySlide.RESP,Trial,Procedure[Trial],RandomizationL1,RandomizationL1.Cycle,RandomizationL1.Sample,RandomizationL2,RandomizationL2.Cycle,RandomizationL2.Sample,RandomizationL3,RandomizationL3.Cycle,RandomizationL3.Sample,RandomizationL4,RandomizationL4.Cycle,RandomizationL4.Sample,Running[Trial],SubTrial,CE1,CE1.Cycle,CE1.Sample,CE2,CE2.Cycle,CE2.Sample,CE3,CE3.Cycle,CE3.Sample,CE4,CE4.Cycle,CE4.Sample,CEAns,CEcorrect,CECorrectAns,CEEnd,CEFeedback.RT,CEfontcolor,CEStart,Chinese[SubTrial],EC1,EC1.Cycle,EC1.Sample,EC2,EC2.Cycle,EC2.Sample,EC3,EC3.Cycle,EC3.Sample,EC4,EC4.Cycle,EC4.Sample,ECAns,ECcorrect,ECCorrectAns,ECEnd,ECfeedback.RT,ECfontcolor,ECStart,English[SubTrial],PI1,PI1.Cycle,PI1.Sample,PI2,PI2.Cycle,PI2.Sample,PI3,PI3.Cycle,PI3.Sample,PI4,PI4.Cycle,PI4.Sample,PIAns,PIcorrect,PICorrectAns,Picture,PIEnd,PIFeedback.RT,PIfontcolor,PIStart,Procedure[SubTrial],RE1,RE1.Cycle,RE1.Sample,RE2,RE2.Cycle,RE2.Sample,RE3,RE3.Cycle,RE3.Sample,RE4,RE4.Cycle,RE4.Sample,REChinese,REEnglish,RESlide.RT,Running[SubTrial]
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,11,ECL1,1,3,11,,,,,,,,,,RandomizationL1,9,,,,,,,,,,,,,,,,,,,,附属物,5,3,33,,,,,,,,,,计划,Incorrect,附属物,1978246,2194,red,1937246,Appurtenance,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC1
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,11,ECL1,1,3,11,,,,,,,,,,RandomizationL1,10,,,,,,,,,,,,,,,,,,,,不适,12,3,34,,,,,,,,,,牢骚,Incorrect,不适,2007366,856,red,1980696,Malaise,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC1
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,11,ECL1,1,3,11,,,,,,,,,,RandomizationL1,11,,,,,,,,,,,,,,,,,,,,补偿,3,3,35,,,,,,,,,,补偿,Correct,补偿,2010757,442,green,2008469,Requite,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC1
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,11,ECL1,1,3,11,,,,,,,,,,RandomizationL1,12,,,,,,,,,,,,,,,,,,,,质问,10,3,36,,,,,,,,,,质问,Correct,质问,2014909,420,green,2011435,Heckle,,,,,,,,,,,,,,,,,,,,,EC1Proc,,,,,,,,,,,,,,,,EC1
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,1,,,,,,,,,,,,,,,,,,,,滑稽,,,,,,,,,,,,,,,,,,,,Caricature,,,,,,,,,,12,3,25,caricature,Correct,Caricature,48.jpg,2024349,581,green,2019032,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,2,,,,,,,,,,,,,,,,,,,,少量,,,,,,,,,,,,,,,,,,,,Piddling,,,,,,,,,,1,3,26,piddling,Correct,Piddling,37.jpg,2028381,389,green,2025197,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,3,,,,,,,,,,,,,,,,,,,,拥护,,,,,,,,,,,,,,,,,,,,Countenance,,,,,,,,,,7,3,27,countenance,Correct,Countenance,43.jpg,2034668,604,green,2029062,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,4,,,,,,,,,,,,,,,,,,,,教授,,,,,,,,,,,,,,,,,,,,Don,,,,,,,,,,4,3,28,don,Correct,Don,40.jpg,2037325,371,green,2035593,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,5,,,,,,,,,,,,,,,,,,,,破旧,,,,,,,,,,,,,,,,,,,,Ragged,,,,,,,,,,5,3,29,ragged,Correct,Ragged,41.jpg,2047180,565,green,2037958,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,6,,,,,,,,,,,,,,,,,,,,诱骗,,,,,,,,,,,,,,,,,,,,Inveigle,,,,,,,,,,10,3,30,invesible,Incorrect,Inveigle,46.jpg,2054342,2296,red,2048021,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,7,,,,,,,,,,,,,,,,,,,,强壮,,,,,,,,,,,,,,,,,,,,Hale,,,,,,,,,,9,3,31,hale,Correct,Hale,45.jpg,2060908,780,green,2056885,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,8,,,,,,,,,,,,,,,,,,,,刚愎自用,,,,,,,,,,,,,,,,,,,,Wayward,,,,,,,,,,6,3,32,wayward,Correct,Wayward,42.jpg,2065356,524,green,2061966,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,9,,,,,,,,,,,,,,,,,,,,生气,,,,,,,,,,,,,,,,,,,,Rile,,,,,,,,,,11,3,33,rile,Correct,Rile,47.jpg,2069893,584,green,2066481,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,10,,,,,,,,,,,,,,,,,,,,炫耀,,,,,,,,,,,,,,,,,,,,Panache,,,,,,,,,,8,3,34,posterance,Incorrect,Panache,44.jpg,2079444,3662,red,2070779,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,11,,,,,,,,,,,,,,,,,,,,烦躁,,,,,,,,,,,,,,,,,,,,Irksome,,,,,,,,,,2,3,35,irritated,Incorrect,Irksome,38.jpg,2088292,2222,red,2083392,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,12,PIL1,4,3,12,,,,,,,,,,RandomizationL1,12,,,,,,,,,,,,,,,,,,,,渴望,,,,,,,,,,,,,,,,,,,,Agog,,,,,,,,,,3,3,36,agnog,Incorrect,Agog,39.jpg,2104213,2144,red,2090789,PIProc,,,,,,,,,,,,,,,,PI4
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,13,REL1,3,4,13,,,,,,,,,,RandomizationL1,1,,,,,,,,,,,,,,,,,,,,束缚,,,,,,,,,,,,,,,,,,,,Bridle ,,,,,,,,,,,,,,,,,,,,,REProc,,,,,,,8,4,37,,,,束缚,Bridle ,7980,RE3
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,13,REL1,3,4,13,,,,,,,,,,RandomizationL1,2,,,,,,,,,,,,,,,,,,,,偷懒,,,,,,,,,,,,,,,,,,,,Dawdle,,,,,,,,,,,,,,,,,,,,,REProc,,,,,,,9,4,38,,,,偷懒,Dawdle,5061,RE3
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,13,REL1,3,4,13,,,,,,,,,,RandomizationL1,3,,,,,,,,,,,,,,,,,,,,兴奋,,,,,,,,,,,,,,,,,,,,Effervesce,,,,,,,,,,,,,,,,,,,,,REProc,,,,,,,2,4,39,,,,兴奋,Effervesce,8314,RE3
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,13,REL1,3,4,13,,,,,,,,,,RandomizationL1,4,,,,,,,,,,,,,,,,,,,,烤焦,,,,,,,,,,,,,,,,,,,,Singe,,,,,,,,,,,,,,,,,,,,,REProc,,,,,,,4,4,40,,,,烤焦,Singe,2390,RE3
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,13,REL1,3,4,13,,,,,,,,,,RandomizationL1,5,,,,,,,,,,,,,,,,,,,,损坏,,,,,,,,,,,,,,,,,,,,Mangle,,,,,,,,,,,,,,,,,,,,,REProc,,,,,,,10,4,41,,,,损坏,Mangle,1453,RE3
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,13,REL1,3,4,13,,,,,,,,,,RandomizationL1,6,,,,,,,,,,,,,,,,,,,,遗弃,,,,,,,,,,,,,,,,,,,,Strand,,,,,,,,,,,,,,,,,,,,,REProc,,,,,,,12,4,42,,,,遗弃,Strand,1024,RE3
S1-VOCAB (4 trials),117,1,happy,Correct,green, ,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">783006693679</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-01-22T18:59:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.022,开心,Correct,green,1,happy,Correct,green,1323421458,1/22/20,10:59:52,6:59:52 PM,49,,1,2,1,,,,,L1,Counterbalance,,13,REL1,3,4,13,,,,,,,,,,RandomizationL1,7,,,,,,,,,,,,,,,,,,,,通知,,,,,,,,,,,,,,,,,,,,Apprise,,,,,,,,,,,,,,,,,,,,,REProc,,,,,,,11,4,43,,,,通知,Apprise,2182,RE3
