Subject,TrainingTask,FinalTestCondition,ResponseTime,Correct,Ans,CorrectAns,DanlinCode,FanqiCode,JasonCode,FinalCode
84,EC,CE,14.865,0,NA,Ragged,0,0,0,0
84,PI,CE,15.057,0,contest,Remonstrance,0,0,0,0
84,RE,CE,2.769,0,NA,Revel,0,0,0,0
84,EC,CE,13.908,0,mad,Rile,0,0,0,0
84,RE,CE,7.748,0,sepchilize,Sepulchral,0,0,0,0
84,CE,CE,15.943,0,burch,Singe,0,0,0,0
84,RE,CE,3.374,1,squall,Squall,1,1,1,1
84,CE,CE,25.569,0,discard,Strand,0,0,0,0
84,CE,CE,25.16,0,NA,Umbrage,0,0,0,0
84,CE,CE,25.543,0,diddling,Warble,0,0,0,0
84,EC,CE,22.783,0,NA,Wayward,0,0,0,0
84,CE,CE,31.375,0,caricature,Wheedle,0,0,0,0
85,PI,EC,38.349,0,滑稽,渴望,0,0,0,0
85,RE,EC,25.897,1,通知,通知,1,1,1,1
85,EC,EC,94.456,0,仪表,附属物,0,0,0,0
85,CE,EC,76.392,0,闲聊,预言,0,0,0,0
85,CE,EC,45.365,0,勋章,徽章,0.5,0.5,0.5,0.5
85,RE,EC,26.227,1,束缚,束缚,1,1,1,1
85,PI,EC,58.012,0,外貌,滑稽,0,0,0,0
85,PI,EC,42.879,0,拥戴,拥护,1,0.5,0.5,0.5
85,EC,EC,81.039,1,玩水,玩水,1,1,1,1
85,RE,EC,35.154,0,笨蛋,偷懒,0,0,0,0
85,PI,EC,19.778,1,教授,教授,1,1,1,1
85,CE,EC,54.939,1,笨蛋,笨蛋,1,1,1,1
85,RE,EC,39.63,1,兴奋,兴奋,1,1,1,1
85,RE,EC,39.548,1,安置,安置,1,1,1,1
85,CE,EC,62.056,0,满,责骂,0,0,0,0
85,EC,EC,90.767,0,闲聊,篡改,0,0,0,0
85,EC,EC,62.689,1,粗鲁,粗鲁,1,1,1,1
85,CE,EC,49.99,0,闲聊,牢骚,0,0,0,0
85,EC,EC,48.846,0,闲聊,狂饮,0,0,0,0
85,CE,EC,59.131,0,不满,宁静,0,0,0,0
85,PI,EC,25.993,0,强大,强壮,0.5,0.5,0,0.5
85,EC,EC,36.684,0,粗鲁,鲁莽,0.5,0.5,0,0.5
85,EC,EC,56.212,0,烦躁,质问,0,0,0,0
85,PI,EC,58.584,0,偷盗,诱骗,0,0,0,0
85,PI,EC,48.787,0,机智,烦躁,0,0,0,0
85,EC,EC,66.901,0,生气,闲聊,0,0,0,0
85,EC,EC,81.318,1,浸泡,浸泡,1,1,1,1
85,EC,EC,36.799,0,议论,不适,0,0,0,0
85,RE,EC,31.329,0,生气,损坏,0,0,0,0
85,PI,EC,38.293,0,奢侈,炫耀,0,0,0,0
85,CE,EC,52.827,1,急救,急救,1,1,1,1
85,PI,EC,50.529,1,少量,少量,1,1,1,1
85,CE,EC,67.72,1,改变宗教,改变宗教,1,1,1,1
85,CE,EC,46.206,0,生气,狂暴,0.5,0.5,0,0.5
85,PI,EC,32.784,0,老旧,破旧,0.5,0.5,0.5,0.5
85,EC,EC,67.804,0,质问,抗议,0,0.5,0,0
85,EC,EC,30.961,1,补偿,补偿,1,1,1,1
85,CE,EC,84.833,0,暴躁,狂欢,0,0,0,0
85,PI,EC,35.27,1,生气,生气,1,1,1,1
85,CE,EC,48.101,0,预言,阴森,0,0,0,0
85,RE,EC,24.031,1,烤焦,烤焦,1,1,1,1
85,CE,EC,20.593,1,尖叫,尖叫,1,1,1,1
85,RE,EC,16.743,0,亲戚,遗弃,0,0,0,0
85,RE,EC,29.875,0,不满,不快,0.5,0.5,0,0.5
85,RE,EC,28.424,1,鸟鸣,鸟鸣,1,1,1,1
85,PI,EC,34.808,0,法律政治,刚愎自用,0,0,0,0
85,RE,EC,25.061,0,鸟鸣,哄骗,0,0,0,0
87,CE,EC,24.96,0,吞咽,渴望,0,0,0,0
87,EC,EC,18.942,0,称赞,通知,0,0,0,0
87,RE,EC,6.855,1,附属物,附属物,1,1,1,1
87,PI,EC,15.807,0,炫耀,徽章,0,0,0,0
87,EC,EC,15.66,0,马厩,束缚,0,0,0,0
87,CE,EC,18.326,1,滑稽,滑稽,1,1,1,1
87,CE,EC,23.577,0,反差,拥护,0,0,0,0
87,RE,EC,5.353,0,喝水,玩水,0,0,0,0
87,EC,EC,21.14,0,玩水,偷懒,0,0,0,0
87,CE,EC,13.107,0,院长,教授,0,0,0.5,0
87,PI,EC,17.25,0,傻的,笨蛋,0.5,0.5,0.5,0.5
87,EC,EC,17.197,0,反转,兴奋,0,0,0,0
87,EC,EC,26.182,0,彻底,安置,0,0,0,0
87,PI,EC,12.3,0,炫耀,责骂,0,0,0,0
87,RE,EC,10.775,0,说话,篡改,0,0,0,0
87,RE,EC,13.682,0,恶心,粗鲁,0,0,0,0
87,PI,EC,13.957,0,愤怒,牢骚,0,0,0,0
87,RE,EC,2.924,1,狂饮,狂饮,1,1,1,1
87,PI,EC,15.38,0,寂静,宁静,0.5,0.5,0.5,0.5
87,CE,EC,23.651,0,苍白的,强壮,0,0,0,0
87,RE,EC,12.187,0,讨厌的,质问,0,0,0,0
87,CE,EC,13.733,0,别扭,诱骗,0,0,0,0
87,RE,EC,5.304,0,喋喋不休,闲聊,0,0,0,0
87,RE,EC,11.459,0,商人,浸泡,0,0,0,0
87,RE,EC,11.746,0,马拉,不适,0,0,0,0
87,PI,EC,12.868,0,悖论,急救,0,0,0,0
87,CE,EC,21.296,0,玩水,少量,0,0,0,0
87,EC,EC,27.037,1,可饮用,可饮用,1,1,1,1
87,PI,EC,14.287,0,炫耀,改变宗教,0,0,0,0
87,PI,EC,11.079,0,拉动,狂暴,0,0,0,0
87,RE,EC,8.766,0,宗教改革,抗议,0,0,0,0
87,RE,EC,17.775,0,非常,补偿,0,0,0,0
87,PI,EC,14.334,0,复仇,狂欢,0,0,0,0
87,CE,EC,22.906,0,炫耀,生气,0,0,0,0
87,PI,EC,27.214,0,宗教改革,阴森,0,0,0,0
87,EC,EC,9.912,0,鸟鸣,烤焦,0,0,0,0
87,PI,EC,14.04,0,玩水,尖叫,0,0,0,0
87,EC,EC,9.911,0,不知道,遗弃,0,0,0,0
87,EC,EC,26.281,1,鸟鸣,鸟鸣,1,1,1,1
87,CE,EC,24.906,0,强硬的,刚愎自用,0,0,0,0
87,EC,EC,24.468,0,新娘,哄骗,0,0,0,0
88,EC,CE,19.789,0,desire,Agog,0,0,0,0
88,CE,CE,40.122,0,inform,Apprise,0,0,0,0
88,PI,CE,76.271,0,apprutance,Appurtenance,0,0.5,0.5,0.5
88,RE,CE,22.293,0,predict,Augur,0,0,0,0
88,RE,CE,22.928,0,blazer,Blazon,0,0.5,0.5,0.5
88,CE,CE,79.202,0,barade,Bridle,0,0,0,0
88,EC,CE,34.429,0,funny,Caricature,0,0,0,0
88,EC,CE,39.539,0,counterance,Countenance,0.5,0.5,0.5,0.5
88,PI,CE,38.156,1,dabble,Dabble,1,1,1,1
88,CE,CE,40.375,0,lazy,Dawdle,0,0,0,0
88,EC,CE,22.864,1,don,Don,1,1,1,1
88,RE,CE,5.19,0,retard,Dullard,0,0,0,0
88,CE,CE,77.051,0,abhor,Effervesce,0,0,0,0
88,CE,CE,70.794,0,abeyance,Ensconce,0,0,0,0
88,RE,CE,23.103,0,mangle,Fulminate,0,0,0,0
88,PI,CE,109.226,0,manipulate,Garble,0,0,0,0
88,PI,CE,47.295,0,invetgile,Gauche,0,0,0,0
88,RE,CE,5.522,0,weedle,Gripe,0,0,0,0
88,PI,CE,31.26,0,jazzle,Guzzle,0,0.5,0,0
88,RE,CE,20.949,0,quiet,Halcyon,0,0,0,0
88,EC,CE,36.522,0,strong,Hale,0,0,0,0
88,PI,CE,35.271,1,headlong,Headlong,1,1,1,1
88,PI,CE,67.378,0,inquire,Heckle,0,0,0,0
88,EC,CE,59.364,0,cheat,Inveigle,0,0,0,0
88,EC,CE,28.687,0,absurd,Irksome,0,0,0,0
88,PI,CE,33.515,1,jabber,Jabber,1,1,1,1
88,PI,CE,80.647,0,submerge,Macerate,0,0,0,0
88,PI,CE,24.945,0,uncomfortable,Malaise,0,0,0,0
88,CE,CE,28.73,0,damage,Mangle,0,0,0,0
88,EC,CE,56.747,0,absymal,Panache,0,0,0,0
88,RE,CE,15.351,1,paroxysm,Paroxysm,1,1,1,1
88,EC,CE,42.091,0,little,Piddling,0,0,0,0
88,CE,CE,19.173,1,potable,Potable,1,1,1,1
88,RE,CE,23.235,0,recrelism,Proselytize,0,0,0,0
88,RE,CE,10.349,0,mangle,Rabid,0,0,0,0
88,PI,CE,81.538,1,remonstrance,Remonstrance,1,1,1,1
88,PI,CE,57.922,1,requite,Requite,1,1,1,1
88,RE,CE,3.494,0,happy,Revel,0,0,0,0
88,EC,CE,39.181,0,abhor,Rile,0,0,0,0
88,RE,CE,51.859,0,wayward,Sepulchral,0,0,0,0
88,CE,CE,51.594,0,burned,Singe,0,0,0,0
88,RE,CE,8.91,0,scream,Squall,0,0,0,0
88,CE,CE,35.259,0,abhor,Umbrage,0,0,0,0
88,CE,CE,56.105,1,warble,Warble,1,1,1,1
88,EC,CE,70.373,1,wayward,Wayward,1,1,1,1
88,CE,CE,81.438,0,acompany,Wheedle,0,0,0,0
89,PI,EC,32.291,1,渴望,渴望,1,1,1,1
89,RE,EC,9.863,0,夸奖,通知,0,0,0,0
89,EC,EC,18.233,1,附属物,附属物,1,1,1,1
89,CE,EC,33.951,0,余元,预言,0,0,0,0
89,CE,EC,23.358,0,奖章,徽章,0.5,0.5,0.5,0.5
89,RE,EC,7.774,0,NA,束缚,0,0,0,0
89,PI,EC,24.709,1,滑稽,滑稽,1,1,1,1
89,PI,EC,38.356,0,附属物,拥护,0,0,0,0
89,EC,EC,28.401,1,玩水,玩水,1,1,1,1
89,RE,EC,11.174,0,NA,偷懒,0,0,0,0
89,PI,EC,11.814,1,教授,教授,1,1,1,1
89,CE,EC,33.422,1,笨蛋,笨蛋,1,1,1,1
89,RE,EC,13.472,0,NA,兴奋,0,0,0,0
89,RE,EC,15.326,0,NA,安置,0,0,0,0
89,CE,EC,23.721,0,辱骂,责骂,0,0.5,0,0
89,EC,EC,30.98,0,玩水,篡改,0,0,0,0
89,EC,EC,15.301,0,NA,粗鲁,0,0,0,0
89,CE,EC,47.21,0,NA,牢骚,0,0,0,0
89,EC,EC,12.894,0,NA,狂饮,0,0,0,0
89,CE,EC,29.246,1,宁静,宁静,1,1,1,1
89,PI,EC,21.577,0,NA,强壮,0,0,0,0
89,EC,EC,30.208,1,鲁莽,鲁莽,1,1,1,1
89,EC,EC,21.582,0,NA,质问,0,0,0,0
89,PI,EC,36.594,0,欺骗,诱骗,0.5,0.5,0.5,0.5
89,PI,EC,18.242,1,烦躁,烦躁,1,1,1,1
89,EC,EC,22.255,0,NA,闲聊,0,0,0,0
89,EC,EC,19.347,0,NA,浸泡,0,0,0,0
89,EC,EC,19.617,0,NA,不适,0,0,0,0
89,RE,EC,10.423,0,NA,损坏,0,0,0,0
89,PI,EC,26.83,1,炫耀,炫耀,1,1,1,1
89,CE,EC,44.794,0,救治,急救,0.5,0.5,0.5,0.5
89,PI,EC,15.253,0,小份,少量,0.5,0.5,0.5,0.5
89,RE,EC,7.111,0,NA,可饮用,0,0,0,0
89,CE,EC,20.293,0,绿洲,改变宗教,0,0,0,0
89,CE,EC,20.192,0,粗鲁,狂暴,0,0,0,0
89,PI,EC,18.985,0,粗糙,破旧,0,0,0,0
89,EC,EC,20.533,1,抗议,抗议,1,1,1,1
89,EC,EC,20.814,0,不超,补偿,0,0,0,0
89,CE,EC,22.658,1,狂欢,狂欢,1,1,1,1
89,PI,EC,19.656,0,愤怒,生气,0.5,0.5,0.5,0.5
89,CE,EC,69.872,0,救助,阴森,0,0,0,0
89,RE,EC,11.052,0,NA,烤焦,0,0,0,0
89,CE,EC,23.013,1,尖叫,尖叫,1,1,1,1
89,RE,EC,7.29,0,NA,遗弃,0,0,0,0
89,RE,EC,8.983,0,NA,不快,0,0,0,0
89,RE,EC,6.477,0,NA,鸟鸣,0,0,0,0
89,PI,EC,44.282,0,直接,刚愎自用,0,0,0,0
89,RE,EC,6.416,0,欺骗,哄骗,0.5,0.5,0.5,0.5
90,RE,CE,10.254,0,thirst,Agog,0,0,0,0
90,PI,CE,26.919,1,apprise,Apprise,1,1,1,1
90,CE,CE,33.737,0,affliate,Appurtenance,0,0,0,0
90,EC,CE,47.19,0,foreseen,Augur,0,0,0,0
90,EC,CE,55.446,0,aha,Blazon,0,0,0,0
90,PI,CE,23.406,0,bridle,Bridle,1,0.5,1,1
90,RE,CE,11.566,0,funny,Caricature,0,0,0,0
90,RE,CE,12.456,0,support,Countenance,0,0,0,0
90,CE,CE,25.092,0,bable,Dabble,0.5,0.5,0,0.5
90,PI,CE,53.648,1,dawdle,Dawdle,1,1,1,1
90,RE,CE,2.896,0,dun,Don,0.5,0.5,0.5,0.5
90,EC,CE,11.967,0,dumbhead,Dullard,0,0,0,0
90,PI,CE,32.48,0,excited,Effervesce,0,0,0,0
90,PI,CE,31.324,0,remonstrance,Ensconce,0,0,0,0
90,EC,CE,43.773,0,blame,Fulminate,0,0,0,0
90,CE,CE,48.746,1,garble,Garble,1,1,1,1
90,CE,CE,30.262,0,rude,Gauche,0,0,0,0
90,EC,CE,23.816,0,spang,Gripe,0,0,0,0
90,CE,CE,47.345,0,drink,Guzzle,0,0,0,0
90,EC,CE,24.296,0,tranquilize,Halcyon,0,0,0,0
90,RE,CE,5.956,0,robust,Hale,0,0,0,0
90,CE,CE,28.77,1,headlong,Headlong,1,1,1,1
90,CE,CE,28.388,0,question,Heckle,0,0,0,0
90,RE,CE,14.67,0,wheedle,Inveigle,0,0,0,0
90,RE,CE,7.755,0,rightnow,Irksome,0,0,0,0
90,CE,CE,33.593,0,dawdle,Jabber,0,0,0,0
90,CE,CE,34.477,1,macerate,Macerate,1,1,1,1
90,CE,CE,36.875,0,dawdle,Malaise,0,0,0,0
90,PI,CE,28.199,0,umbrage,Mangle,0,0,0,0
90,RE,CE,3.527,0,showoff,Panache,0,0,0,0
90,EC,CE,17.818,0,emergent care,Paroxysm,0,0,0,0
90,RE,CE,9.738,0,drop,Piddling,0,0,0,0
90,PI,CE,28.965,0,drinkable,Potable,0,0,0,0
90,EC,CE,22.806,0,soxynize,Proselytize,0,0,0,0
90,EC,CE,14.747,0,idk,Rabid,0,0,0,0
90,RE,CE,8.317,0,oll,Ragged,0,0,0,0
90,CE,CE,26.705,0,remostrance,Remonstrance,0,0.5,0.5,0.5
90,CE,CE,20.367,0,compensate,Requite,0,0,0,0
90,EC,CE,33.567,0,ohhhh,Revel,0,0,0,0
90,RE,CE,9.743,0,irrtated,Rile,0,0,0,0
90,EC,CE,33.993,0,creepy,Sepulchral,0,0,0,0
90,PI,CE,24.265,0,sing,Singe,0,0,0.5,0
90,EC,CE,28.378,1,squall,Squall,1,1,1,1
90,PI,CE,28.749,0,umbrage,Strand,0,0,0,0
90,PI,CE,31.121,0,unpleasant,Umbrage,0,0,0,0
90,PI,CE,23.429,0,barble,Warble,0.5,0.5,0,0.5
90,RE,CE,10.937,0,？？,Wayward,0,0,0,0
90,PI,CE,26.06,1,wheedle,Wheedle,1,1,1,1
94,RE,CE,18.431,0,kewang,Agog,0,0,0,0
94,PI,CE,31.042,1,apprise,Apprise,1,1,1,1
94,CE,CE,37.212,0,app,Appurtenance,0,0,0,0
94,EC,CE,43.708,0,yuyan,Augur,0,0,0,0
94,EC,CE,29.181,0,browen,Blazon,0,0.5,0,0
94,PI,CE,40.345,0,shufu,Bridle,0,0,0,0
94,RE,CE,53.484,0,huaji,Caricature,0,0,0,0
94,RE,CE,51.67,0,yonghu,Countenance,0,0,0,0
94,CE,CE,36.989,0,debble,Dabble,0.5,0.5,0.5,0.5
94,PI,CE,42.602,0,toulan,Dawdle,0,0,0,0
94,RE,CE,10.01,1,don,Don,1,1,1,1
94,EC,CE,36.902,0,bendan,Dullard,0,0,0,0
94,PI,CE,39.801,0,effevrence,Effervesce,0.5,0.5,0.5,0.5
94,PI,CE,36.664,0,anzhi,Ensconce,0,0,0,0
94,EC,CE,52.033,0,zema,Fulminate,0,0,0,0
94,CE,CE,36.582,0,cuangai,Garble,0,0,0,0
94,CE,CE,72.169,0,culu,Gauche,0,0,0,0
94,EC,CE,31.67,0,laosao,Gripe,0,0,0,0
94,CE,CE,39.707,0,kuangyin,Guzzle,0,0,0,0
94,EC,CE,45.107,0,ningjing,Halcyon,0,0,0,0
94,RE,CE,11.08,1,hale,Hale,1,1,1,1
94,CE,CE,34.987,1,headlong,Headlong,1,1,1,1
94,CE,CE,39.658,0,zhiwen,Heckle,0,0,0,0
94,RE,CE,54.21,0,youpian,Inveigle,0,0,0,0
94,RE,CE,18.758,0,fanzao,Irksome,0,0,0,0
94,CE,CE,35.181,0,jubble,Jabber,0,0.5,0.5,0.5
94,CE,CE,36.033,0,jinpao,Macerate,0,0,0,0
94,CE,CE,44.23,0,bushi,Malaise,0,0,0,0
94,PI,CE,53.505,0,magend,Mangle,0,0,0,0
94,RE,CE,47.682,0,xuanyao,Panache,0,0,0,0
94,EC,CE,31.54,0,jijiu,Paroxysm,0,0,0,0
94,RE,CE,37.45,0,shaoliang,Piddling,0,0,0,0
94,PI,CE,34.42,0,potble,Potable,0,0.5,0.5,0.5
94,EC,CE,44.794,0,zongjiao,Proselytize,0,0,0,0
94,EC,CE,32.344,0,kuangbao,Rabid,0,0,0,0
94,RE,CE,43.953,0,pojiu,Ragged,0,0,0,0
94,CE,CE,39.07,0,remon,Remonstrance,0,0.5,0.5,0.5
94,CE,CE,35.908,0,buchang,Requite,0,0,0,0
94,EC,CE,30.482,0,kuanghuan,Revel,0,0,0,0
94,RE,CE,29.971,0,umbrage,Rile,0,0,0,0
94,EC,CE,32.327,0,yinsen,Sepulchral,0,0,0,0
94,PI,CE,51.953,1,singe,Singe,1,1,1,1
94,EC,CE,39.034,0,jianjiao,Squall,0,0,0,0
94,PI,CE,33.553,0,yiqi,Strand,0,0,0,0
94,PI,CE,53.072,1,umbrage,Umbrage,1,1,1,1
94,PI,CE,25.341,1,warble,Warble,1,1,1,1
94,RE,CE,35.782,0,ziyong,Wayward,0,0,0,0
94,PI,CE,50.018,0,hongpian,Wheedle,0,0,0,0
98,RE,CE,3.31,0,NA,Agog,0,0,0,0
98,PI,CE,30.288,0,NA,Apprise,0,0,0,0
98,CE,CE,41.826,0,NA,Appurtenance,0,0,0,0
98,EC,CE,19.268,0,NA,Augur,0,0,0,0
98,EC,CE,39.522,0,NA,Blazon,0,0,0,0
98,PI,CE,15.065,0,NA,Bridle,0,0,0,0
98,RE,CE,15.187,0,NA,Caricature,0,0,0,0
98,RE,CE,7.227,0,NA,Countenance,0,0,0,0
98,CE,CE,19.111,0,NA,Dabble,0,0,0,0
98,PI,CE,20.198,0,NA,Dawdle,0,0,0,0
98,RE,CE,2.204,0,NA,Don,0,0,0,0
98,EC,CE,9.69,0,NA,Dullard,0,0,0,0
98,PI,CE,21.904,0,NA,Effervesce,0,0,0,0
98,PI,CE,12.644,0,NA,Ensconce,0,0,0,0
98,EC,CE,8.775,0,NA,Fulminate,0,0,0,0
98,CE,CE,50.986,0,NA,Garble,0,0,0,0
98,CE,CE,10.745,0,NA,Gauche,0,0,0,0
98,EC,CE,15.033,0,NA,Gripe,0,0,0,0
98,CE,CE,31.218,0,gazzle,Guzzle,0.5,0.5,0.5,0.5
98,EC,CE,13.684,0,NA,Halcyon,0,0,0,0
98,RE,CE,2.563,0,NA,Hale,0,0,0,0
98,CE,CE,32.519,0,NA,Headlong,0,0,0,0
98,CE,CE,16.135,0,NA,Heckle,0,0,0,0
98,RE,CE,7.344,0,NA,Inveigle,0,0,0,0
98,RE,CE,3.606,0,NA,Irksome,0,0,0,0
98,CE,CE,16.246,0,NA,Jabber,0,0,0,0
98,CE,CE,11.782,0,NA,Macerate,0,0,0,0
98,CE,CE,15.347,0,NA,Malaise,0,0,0,0
98,PI,CE,26.172,0,NA,Mangle,0,0,0,0
98,RE,CE,6.71,0,NA,Panache,0,0,0,0
98,EC,CE,26.113,0,NA,Paroxysm,0,0,0,0
98,RE,CE,3.696,0,NA,Piddling,0,0,0,0
98,PI,CE,31.734,1,potable,Potable,1,1,1,1
98,EC,CE,22.216,0,NA,Proselytize,0,0,0,0
98,EC,CE,7.978,0,NA,Rabid,0,0,0,0
98,RE,CE,2.946,0,NA,Ragged,0,0,0,0
98,CE,CE,19.2,0,NA,Remonstrance,0,0,0,0
98,CE,CE,7.671,0,NA,Requite,0,0,0,0
98,EC,CE,28.083,0,NA,Revel,0,0,0,0
98,RE,CE,2.985,0,NA,Rile,0,0,0,0
98,EC,CE,11.172,0,NA,Sepulchral,0,0,0,0
98,PI,CE,6.882,0,NA,Singe,0,0,0,0
98,EC,CE,21.873,0,squll,Squall,0.5,0.5,0.5,0.5
98,PI,CE,7.187,0,NA,Strand,0,0,0,0
98,PI,CE,10.492,0,NA,Umbrage,0,0,0,0
98,PI,CE,11.643,0,NA,Warble,0,0,0,0
98,RE,CE,2.604,0,NA,Wayward,0,0,0,0
98,PI,CE,15.92,0,NA,Wheedle,0,0,0,0
100,EC,CE,12.036,1,agog,Agog,1,1,1,1
100,CE,CE,9.963,1,apprise,Apprise,1,1,1,1
100,PI,CE,22.522,1,appurtenance,Appurtenance,1,1,1,1
100,RE,CE,3.901,1,augur,Augur,1,1,1,1
100,RE,CE,3.056,0,halone,Blazon,0,0,0,0
100,CE,CE,24.027,0,bridl,Bridle,0.5,0.5,0.5,0.5
100,EC,CE,18.533,1,caricature,Caricature,1,1,1,1
100,EC,CE,11.003,1,countenance,Countenance,1,1,1,1
100,PI,CE,12.459,1,dabble,Dabble,1,1,1,1
100,CE,CE,25.802,1,dawdle,Dawdle,1,1,1,1
100,EC,CE,27.916,1,don,Don,1,1,1,1
100,RE,CE,2.933,1,dullard,Dullard,1,1,1,1
100,CE,CE,38.087,1,effervesce,Effervesce,1,1,1,1
100,CE,CE,35.865,0,enconse,Ensconce,0.5,0.5,0.5,0.5
100,RE,CE,4.113,0,heckle,Fulminate,0,0,0,0
100,PI,CE,21.92,1,garble,Garble,1,1,1,1
100,PI,CE,19.952,1,gauche,Gauche,1,1,1,1
100,RE,CE,3.014,0,complain,Gripe,0,0,0,0
100,PI,CE,18.121,1,guzzle,Guzzle,1,1,1,1
100,RE,CE,2.373,1,halcyon,Halcyon,1,1,1,1
100,EC,CE,16.603,1,hale,Hale,1,1,1,1
100,PI,CE,21.852,1,headlong,Headlong,1,1,1,1
100,PI,CE,38.076,1,heckle,Heckle,1,1,1,1
100,EC,CE,20.39,0,wheedle,Inveigle,0,0,0,0
100,EC,CE,24.977,1,irksome,Irksome,1,1,1,1
100,PI,CE,24.021,1,jabber,Jabber,1,1,1,1
100,PI,CE,13.736,1,macerate,Macerate,1,1,1,1
100,PI,CE,23.354,1,malaise,Malaise,1,1,1,1
100,CE,CE,23.429,0,impair,Mangle,0,0,0,0
100,EC,CE,14.619,0,show off,Panache,0,0,0,0
100,RE,CE,6.483,0,proxynism,Paroxysm,0,0.5,0.5,0.5
100,EC,CE,12.73,0,puddling,Piddling,0.5,0.5,0.5,0.5
100,CE,CE,12.341,1,potable,Potable,1,1,1,1
100,RE,CE,9.303,0,prosylatize,Proselytize,0,0.5,0.5,0.5
100,RE,CE,5.531,1,rabid,Rabid,1,1,1,1
100,EC,CE,15.486,0,NA,Ragged,0,0,0,0
100,PI,CE,17.698,1,remonstrance,Remonstrance,1,1,1,1
100,PI,CE,17.864,0,compensate,Requite,0,0,0,0
100,RE,CE,4.862,0,revive,Revel,0,0.5,0,0
100,EC,CE,23.629,0,umbrage,Rile,0,0,0,0
100,RE,CE,5.59,0,NA,Sepulchral,0,0,0,0
100,CE,CE,10.574,1,singe,Singe,1,1,1,1
100,RE,CE,3.474,0,shrike,Squall,0,0,0,0
100,CE,CE,20.243,1,strand,Strand,1,1,1,1
100,CE,CE,28.681,1,umbrage,Umbrage,1,1,1,1
100,CE,CE,14.999,1,warble,Warble,1,1,1,1
100,EC,CE,17.657,0,arrogant,Wayward,0,0,0,0
100,CE,CE,15.555,1,wheedle,Wheedle,1,1,1,1
102,RE,CE,12.067,0,desire,Agog,0,0,0,0
102,PI,CE,41.616,1,apprise,Apprise,1,1,1,1
102,CE,CE,37.002,1,appurtenance,Appurtenance,1,1,1,1
102,EC,CE,47.802,0,requite,Augur,0,0,0,0
102,EC,CE,24.937,0,ribbon,Blazon,0,0,0,0
102,PI,CE,49.204,0,Bridle,Bridle,1,0.5,1,1
102,RE,CE,22.099,0,...,Caricature,0,0,0,0
102,RE,CE,18.146,0,contenance,Countenance,0.5,0.5,0.5,0.5
102,CE,CE,35.679,0,Mari,Dabble,0,0,0,0
102,PI,CE,40.357,0,dazzle,Dawdle,0,0.5,0,0
102,RE,CE,3.819,0,dons,Don,0.5,0,0.5,0.5
102,EC,CE,28.139,0,not sure,Dullard,0,0,0,0
102,PI,CE,77.484,0,excite,Effervesce,0,0,0,0
102,PI,CE,65.364,0,emp,Ensconce,0,0,0,0
102,EC,CE,33.186,0,seckle,Fulminate,0,0,0,0
102,CE,CE,52.198,0,dazzle,Garble,0,0,0,0
102,CE,CE,58.02,0,garble,Gauche,0,0,0,0
102,EC,CE,48.409,0,dor,Gripe,0,0,0,0
102,CE,CE,48.698,0,drink,Guzzle,0,0,0,0
102,EC,CE,34.908,0,quite,Halcyon,0,0,0,0
102,RE,CE,20.021,0,strong,Hale,0,0,0,0
102,CE,CE,45.337,1,headlong,Headlong,1,1,1,1
102,CE,CE,32.272,0,seckle,Heckle,0.5,0,0.5,0.5
102,RE,CE,24.155,0,..,Inveigle,0,0,0,0
102,RE,CE,8.791,0,dontremember,Irksome,0,0,0,0
102,CE,CE,44.409,0,garble,Jabber,0,0,0,0
102,CE,CE,61.247,0,marinade,Macerate,0,0,0,0
102,CE,CE,45.202,0,umstrad,Malaise,0,0,0,0
102,PI,CE,49.977,1,mangle,Mangle,1,1,1,1
102,RE,CE,47.824,0,...,Panache,0,0,0,0
102,EC,CE,48.854,0,ambulance,Paroxysm,0,0,0,0
102,RE,CE,11.398,0,doze,Piddling,0,0,0,0
102,PI,CE,21.352,1,potable,Potable,1,1,1,1
102,EC,CE,41.458,0,pres,Proselytize,0,0,0,0
102,EC,CE,38.485,0,i dont remember,Rabid,0,0,0,0
102,RE,CE,6.754,0,re..ed,Ragged,0,0,0,0
102,CE,CE,78.691,0,reject,Remonstrance,0,0,0,0
102,CE,CE,37.018,1,requite,Requite,1,1,1,1
102,EC,CE,43.125,0,carnival,Revel,0,0,0,0
102,RE,CE,10.142,0,angry,Rile,0,0,0,0
102,EC,CE,74.825,0,dar,Sepulchral,0,0,0,0
102,PI,CE,34.897,0,s..,Singe,0,0,0,0
102,EC,CE,19.979,1,squall,Squall,1,1,1,1
102,PI,CE,47.08,0,abondon,Strand,0,0,0,0
102,PI,CE,66.402,0,unhappy,Umbrage,0,0,0,0
102,PI,CE,45.388,1,warble,Warble,1,1,1,1
102,RE,CE,9.155,0,",,,",Wayward,0,0,0,0
102,PI,CE,50.889,0,dontknow,Wheedle,0,0,0,0
103,CE,EC,13.2,0,NA,渴望,0,0,0,0
103,RE,EC,21.826,0,NA,附属物,0,0,0,0
103,PI,EC,18.035,0,NA,预言,0,0,0,0
103,PI,EC,19.49,0,NA,徽章,0,0,0,0
103,EC,EC,18.627,0,NA,束缚,0,0,0,0
103,CE,EC,12.441,0,NA,滑稽,0,0,0,0
103,RE,EC,13.139,0,NA,玩水,0,0,0,0
103,EC,EC,10.564,0,NA,偷懒,0,0,0,0
103,CE,EC,19.805,1,教授,教授,1,1,1,1
